"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum"
"M. MANCEL Jean-François","58 240","58 240","21 719","9 700","771","0","26 050","0","0","26 050","A","Oise - 2","64 825 €","32 413 €"
"M. MAUGEZ Thierry","25 230","27 030","530","10 000","0","0","16 500","1 800","0","0","A","Oise - 2","64 825 €","32 413 €"
"Mme POTCHTOVIK Renée","343","343","0","315","28","0","0","0","0","0","A","Oise - 2","64 825 €","32 413 €"
"Mme SOUDAY Martine","15","15","0","15","0","0","0","0","0","0","A","Oise - 2","64 825 €","32 413 €"
"M. TETU Emmanuel","2 254","2 254","759","589","906","0","0","0","0","0","A","Oise - 2","64 825 €","32 413 €"
"Mme VAN ENGELANDT Sylvie","0","0","0","0","0","0","0","0","0","0","A","Oise - 2","64 825 €","32 413 €"
"M. BELMHAND Brahim","5 486","5 486","100","0","0","0","5 386","0","0","5 386","A","Oise - 3","64 565 €","32 283 €"
"M. BOSINO Jean-Pierre","11 125","11 125","1 054","0","0","0","10 071","0","0","10 071","A","Oise - 3","64 565 €","32 283 €"
"M. CARPENTIER Gilles","0","0","0","0","0","0","0","0","0","0","A","Oise - 3","64 565 €","32 283 €"
"M. CUFI Michael","76","76","0","76","0","0","0","0","0","0","A","Oise - 3","64 565 €","32 283 €"
"M. GUINIOT Laurent","31 581","31 581","0","0","217","0","31 364","0","0","31 364","A","Oise - 3","64 565 €","32 283 €"
"Mme HERMANS Nadia","55","100","100","0","0","0","0","45","45","0","A","Oise - 3","64 565 €","32 283 €"
"M. LEBRETON Alain","18","18","0","0","0","0","18","0","0","0","A","Oise - 3","64 565 €","32 283 €"
"M. LETELLIER Alain","13 843","13 843","3 480","0","0","0","10 363","0","0","10 363","A","Oise - 3","64 565 €","32 283 €"
"M. SZPIRKO Roland","305","305","0","233","72","0","0","0","0","0","A","Oise - 3","64 565 €","32 283 €"
"M. TOUPIOL Olivier","564","564","0","238","0","0","326","0","0","0","A","Oise - 3","64 565 €","32 283 €"
"Hayat","1 831","1 831","0","0","0","0","1 831","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"Mme BOUSSARD Elisabeth","32 710","32 710","0","0","300","0","32 410","0","0","32 410","A","Oise - 4","66 315 €","33 158 €"
"M. CASTEL William","0","0","0","0","0","0","0","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"Mme CHEMINEAU Catherine","316","316","0","239","77","0","0","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"M. DELIE Christian","506","620","620","0","0","0","0","114","114","0","A","Oise - 4","66 315 €","33 158 €"
"M. DENIS Yann","0","0","0","0","0","0","0","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"Mme ROUSSET Claude","15","15","0","15","0","0","0","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"Delphine","595","595","0","366","0","0","229","0","0","0","A","Oise - 4","66 315 €","33 158 €"
"M. WOERTH Eric","56 766","61 137","28 458","1 700","979","0","30 000","4 371","0","25 629","A","Oise - 4","66 315 €","33 158 €"
"M. BOCQUILLET Francis","0","0","0","0","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"Mme CHAPEL Monique","30 142","30 142","0","0","217","0","29 925","0","0","29 925","A","Oise - 5","62 764 €","31 382 €"
"Mme CHOROWICZ Sylvie","121","150","0","0","0","0","150","29","0","0","A","Oise - 5","62 764 €","31 382 €"
"M. COIFFARD Patrice","0","0","0","0","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"Mme DE LA FUENTE Thérèse","0","0","0","0","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"M. DENIS Xavier","377","377","0","369","8","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"M. DESCHAMPS Jonathan","15","15","0","15","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"Mme MASURE Hélène","4 539","4 539","124","230","194","0","3 991","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"M. MINNAERT Jacques","0","0","0","0","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"Mme PAILLARD Martine","0","0","0","0","0","0","0","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"M. ROSENFELD Nathanael","51","51","50","0","0","0","1","0","0","0","A","Oise - 5","62 764 €","31 382 €"
"Mme BECHERINI Hélène","203","203","0","195","8","0","0","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"M. CARON Arnaud","1 540","1 540","0","371","0","0","1 169","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"Mme CIAVATTI Dominique","8 634","8 649","45","8 604","0","0","0","15","15","0","A","Oise - 6","62 996 €","31 499 €"
"M. FRAYSSE Philippe","0","0","0","0","0","0","0","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"Mme FRESCH Renza","35 716","35 955","2 600","900","0","0","32 455","239","0","31 498","A","Oise - 6","62 996 €","31 499 €"
"Mme GIBOUT Marie-France","2 480","2 480","280","0","0","0","2 200","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"M. GONNOT François-Michel","50 611","50 630","12 530","1 700","0","0","36 400","19","0","31 498","A","Oise - 6","62 996 €","31 499 €"
"M. GUINIOT Michel","31 676","31 676","0","0","334","0","31 342","0","0","31 342","A","Oise - 6","62 996 €","31 499 €"
"Mme LÉTUVÉ Michèle","0","0","0","0","0","0","0","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"M. PETIT Jean-André","15","15","0","15","0","0","0","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"Mme ROUSSEL Louise","0","0","0","0","0","0","0","0","0","0","A","Oise - 6","62 996 €","31 499 €"
"M. BERTIN Jean-Sébastien","280","280","0","230","50","0","0","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"M. COURTIAL Edouard","39 184","39 184","6 000","9 700","0","0","23 484","0","0","23 484","A","Oise - 7","64 123 €","32 062 €"
"Mme DEMARLE Céline","15","15","0","15","0","0","0","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"Mme DEVERCHIN Virginie","350","350","350","0","0","0","0","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"M. FOUCHARD André","31 390","31 390","0","0","210","0","31 180","0","0","31 180","A","Oise - 7","64 123 €","32 062 €"
"M. HEIM Richard","0","0","0","0","0","0","0","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"Mme MAUPIN Isabelle","809","809","0","314","0","0","495","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"M. MONTES Eric","26 685","26 685","1 840","11 200","0","0","13 645","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"Mme VASSEUR Nadine","0","0","0","0","0","0","0","0","0","0","A","Oise - 7","64 123 €","32 062 €"
"Mme COULON Christine","191","191","0","15","142","0","34","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. DENIAUD Yves","35 894","35 894","8 340","9 700","413","0","17 441","0","0","17 441","A","Orne - 1","62 803 €","31 402 €"
"Mme EGRET Corinne","0","0","0","0","0","0","0","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. GROUARD Erik","0","0","0","0","0","0","0","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"Mme MÉNARD Monique","282","282","253","0","0","0","29","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. PRÉHU Michel","0","0","0","0","0","0","0","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"Mme PROD’HOMME Claudine","369","369","180","0","0","0","189","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. SCAGLIA Jean-Pierre","371","371","0","365","6","0","0","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. THÉROU Stéphane","31 180","31 180","0","0","0","0","31 180","0","0","31 180","A","Orne - 1","62 803 €","31 402 €"
"M. TOLLOT François","661","661","0","0","0","0","661","0","0","0","A","Orne - 1","62 803 €","31 402 €"
"M. ENGRAND Maurice","770","770","440","0","0","0","330","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"Mme FLORES Chantal","406","406","0","402","4","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"M. GORE Christian","0","0","0","0","0","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"Mme LE BACCON Murielle","1 228","1 228","0","1 228","0","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"Mme LUROIS Catherine","0","0","0","0","0","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"Mme MONTIER Agnès","50","50","0","15","35","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"Mme PINEAU Natacha","0","0","0","0","0","0","0","0","0","0","A","Orne - 2","61 100 €","30 550 €"
"M. BALOCHE Dominique","0","0","0","0","0","0","0","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"Mme BASSOT Sylvia","36 583","36 583","0","9 700","7 669","0","19 214","0","0","19 214","A","Orne - 3","62 360 €","31 180 €"
"M. BERTOLI Bruno","3 547","3 547","0","0","0","1 087","2 460","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"M. CHATELAIS Jean","774","774","0","0","0","0","774","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"M. CORDURIE Grégory","70","70","0","15","35","0","20","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"Mme GUILLOT Jeannine","0","0","0","0","0","0","0","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"Mlle HELLEU Camille","335","335","0","331","4","0","0","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"M. JAGLIN Xavier","13 231","13 231","0","0","2 014","0","11 217","0","0","11 217","A","Orne - 3","62 360 €","31 180 €"
"Mme NIEL Marie-Ange","0","0","0","0","0","0","0","0","0","0","A","Orne - 3","62 360 €","31 180 €"
"Mme BRUNET Isabelle","336","336","0","325","11","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"Mme CARRE Isabelle","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"Mme DUMONCAY Sigrid","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"M. GABRIELE Joseph","32 036","32 036","0","0","0","0","32 036","0","0","31 858","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"M. GUILLEMANT Jean-Jacques","4 636","4 636","0","1 841","0","0","2 795","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"Mme D’HOLLANDER Daniele","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"M. PAVY Gérard","13 888","14 784","0","0","0","0","14 784","896","0","13 888","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"Mme RAINOUARD Mauricette","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"Mme SANCHEZ Laura","1 474","1 474","0","1 474","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"M. VENEL Eric","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 1","63 716 €","31 859 €"
"M. BECQUET Jean michel","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"Mme BOCQUILLET Denise","14 461","14 461","600","0","0","0","13 861","0","0","13 861","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"M. DELEZENNE Jean-Pierre","17 420","17 420","0","0","0","0","17 420","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"M. DENGHIN Dominique","30 950","30 950","0","0","0","0","30 950","0","0","30 950","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"M. GUFFROY Dominique","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"M. MATEZAK Thierry","1 141","1 141","0","1 141","0","0","0","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"Mme MOLINS Marine","362","362","0","351","11","0","0","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"Mme PERROT Juliette","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 2","61 922 €","30 961 €"
"Mme AUFFRAY Marion","24 866","27 000","0","0","0","0","27 000","2 134","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Mlle DEBISSCHOP Magalie","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Mme DESUTTER Corinne","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"M. D’HOLLANDER Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Mme FLAUTRE Nathalie","1 333","1 333","0","1 333","0","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Catherine","1 555","1 555","0","0","0","0","1 555","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"M. MERLIN Raymond","317","317","0","301","16","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Mme VERREMAN Francoise","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 3","61 268 €","30 634 €"
"Mme BACHE Marinette","3 458","3 629","0","3 629","0","0","0","171","171","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"Mme BOCQUET Stephanie","1 546","1 546","0","1 546","0","0","0","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"Mlle COOLZAET Renee","17 580","17 580","0","0","17 580","0","0","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"Mme COURBOIS Laurence","54","54","0","54","0","0","0","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"M. GOSSELIN Fabrice","1 698","3 300","0","0","0","0","3 300","1 602","0","1 698","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"Mme LACROIX Bernadette","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"M. MACQUET Patrick","423","423","0","384","39","0","0","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"M. THIEBAUX Pascal","6 111","6 111","0","0","0","0","6 111","0","0","0","A","Pas-de-Calais - 4","62 060 €","31 030 €"
"Mlle CHARLET Christine","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. FEUTRY Laurent","19 458","23 131","3 000","0","0","0","20 131","3 673","0","16 458","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. HERENGUEL Philippe","64","64","0","64","0","0","0","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. LECAPLAIN Francois","359","359","0","341","18","0","0","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. PAPYLE Max","1 010","1 010","0","1 010","0","0","0","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. PONT Jean-Pierre","23 492","23 492","650","0","1 787","0","21 055","0","0","21 055","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"Mme SGARD Monique","16 431","16 431","0","0","0","0","16 431","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"M. TORRES Miguel","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 5","60 402 €","30 201 €"
"Mme BARBIER Agnes","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. BEAUDOUIN Christophe","203","203","203","0","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. BECU Vincent","1 820","1 820","0","1 820","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"Mme COCQUERELLE Gisele","13 492","13 492","455","0","0","0","13 037","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. DE MIL Herve","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. DUMONT Olivier","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. HARLE Remi","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. LANG Jack","39 891","39 891","0","900","2 090","0","36 901","0","0","31 578","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"Mme MILLOT Francoise","543","543","0","416","70","0","57","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. MORCRETTE Herve","5 944","12 096","0","11 000","0","0","1 096","6 152","5 056","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. TERNISIEN Christian","100","100","0","93","7","0","0","0","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. VERNALDE Jean-Jacques","31 445","31 500","0","0","0","0","31 500","55","0","31 445","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"Mme ZIEGLER Marie-Claude","391","3 500","0","0","0","0","3 500","3 109","0","0","A","Pas-de-Calais - 6","63 155 €","31 578 €"
"M. BEUN Andre","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. CARPENTIER Bernard","15 088","15 088","0","0","0","0","15 088","0","0","15 088","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. COCQUEMPOT Gilles","41 679","41 679","980","900","200","0","39 599","0","0","32 738","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. DUBOUT Francois","30 858","30 858","0","0","0","0","30 858","0","0","30 858","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. GOUBELLE Jacques","1 265","1 265","0","1 265","0","0","0","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. LECLAIR Arnaud","23 455","23 455","0","0","0","0","23 455","0","0","23 455","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. LEMOINE Christophe","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. MILNER Marc","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. ROUSSEL Laurent","2 428","2 428","0","2 428","0","0","0","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. VARRIER-BAL Lionel","634","634","0","179","0","0","455","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"M. WAILLY Dominique","496","496","0","418","50","0","28","0","0","0","A","Pas-de-Calais - 7","65 476 €","32 739 €"
"Mme BATAILLE Marie pascale","20 849","20 849","1 205","10 700","30","0","8 914","0","0","8 914","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme DURIEZ Marie-Christine","12 389","12 389","0","0","0","0","12 389","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme LAGRANGE Brigitte","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme LAHBAIRI Habiba","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme LATASTE Flore","362","362","0","360","2","0","0","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme LEURS Sabine","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Mme PERSSON Brigitte","1 855","1 855","0","1 855","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"Rene","1 732","1 732","0","0","0","0","1 732","0","0","0","A","Pas-de-Calais - 8","61 058 €","30 530 €"
"M. ANDRIES Lucien","9 163","9 163","0","0","0","0","9 163","0","0","9 163","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"Mme AUDEGOND Nathalie","2 309","6 513","0","6 300","213","0","0","4 204","4 204","0","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"M. BERTIN Michel","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"M. CHAPPE Didier","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"M. DROUVIN Francois","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"Mlle ECUYER Anne","1 241","1 241","0","1 241","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008 €","31 504 €"
"M. FLAJOLET Andre","49 901","50 884","38 050","9 700","1 800","0","1 334","983","0","351","A","Pas-de-Calais - 9","63 008 €","31 504 €"
