"candidat","depensestotales","recettestotales","dons","appartspartis","concoursnature","autres","perso","soldescompte","DEV","RFE","DECCNCCFP"
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"392","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Nord - 22</i>","<i>Département : Nord </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 142","€",,,,,,,,,,
"Remboursement maximum : 31 071",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BATAILLE Christian","36 273
35 352","36 273
35 362","30
30","3 182
3 182","2 005
2 005","0
0","31 056
30 145","0
10","0","30 135","AR"
"M. BAUDOUX Bernard","33 352
32 298","33 352
32 298","0
0","0
0","0
0","0
0","33 352
32 298","0
0","0","31 071","AR"
"Mme DELNATTE Brigitte","0","0","0","0","0","0","0","0","0","0","A"
"M. DILLIES Xavier","0","0","0","0","0","0","0","0","0","0","A"
"M. DISDIER Jacques","25 935","25 935","0","0","0","0","25 935","0","0","25 935","A"
"M. GHEZAL Mostafa","917","917","0","917","0","0","0","0","0","0","A"
"Mlle LESNE Marie-Sophie","46 523
45 889","46 523
45 889","4 672
4 672","11 700
11 700","911
911","0
0","29 240
28 606","0
0","0","28 606","AR"
"Mme MERCIER Cécile","13 660","0","0","0","0","0","0","–13660","0","0","R"
"M. PRALAT Serge","80","80","0","80","0","0","0","0","0","0","A"
"Mme RONDEAUX Marie-Claude","419","419","0","406","13","0","0","0","0","0","A"
"M. SEMAILLE Bruno","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"393"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Nord - 23</i>","<i>Département : Nord </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 674","€",,,,,,,,,,
"Remboursement maximum : 31 338",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. ACHOUR Nasser","917","917","0","917","0","0","0","0","0","0","A"
"M. ALLAIN Jean-Marie","2 533","2 533","450","100","0","0","1 983","0","0","0","A"
"Mme BITTNER Anne","0","0","0","0","0","0","0","0","0","0","A"
"M. DEMARTHE Alain","0","0","0","0","0","0","0","0","0","0","A"
"Mme DUMETZ Aurore","15","15","0","15","0","0","0","0","0","0","A"
"Mme DUPONT Martine","396","396","0","375","21","0","0","0","0","0","A"
"M. LANG Carl","31 685","31 685","0","0","0","0","31 685","0","0","31 337","A"
"Mme MARIN Christine","30 257
29 930","30 257
29 930","4 600
4 600","9 948
9 948","270
270","0
0","15 439
15 112","0
0","0","15 112","AR"
"Mme MATTIGHELLO Annick","21 670
20 392","21 670
20 392","0
0","0
0","0
0","0
0","21 670
20 392","0
0","0","20 392","AR"
"M. PAUVROS Rémy","42 438
41 148","42 438
41 148","11 763
11 763","868
868","0
0","0
0","29 807
28 517","0
0","0","28 517","AR"
"M. ROMBEAUT Jean-Pierre","14 955","14 965","1 865","0","0","0","13 100","10","0","0","A"
"M. SAUVEPLANE Michel","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"394","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Nord - 24</i>","<i>Département : Nord </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 61 073","€",,,,,,,,,,
"Remboursement maximum : 30 537",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. AMAT Gérard","0","0","0","0","0","0","0","0","0","0","A"
"Mme BAEYAERT Yvette-Nicole","0","0","0","0","0","0","0","0","0","0","A"
"Mme BAUDIN Ghislaine","133","133","133","0","0","0","0","0","0","0","A"
"M. BERTEAUX Alain","5 179
5 103","5 179
5 103","0
0","0
0","0
0","0
0","5 179
5 103","0
0","0","5 103","AR"
"M. COURNUT Jean-Charles","408","408","0","387","21","0","0","0","0","0","A"
"M. DENYS Thierry","2 674","2 674","0","2 660","14","0","0","0","0","0","A"
"M. DUHAUTOIS Jean-Luc","26 266
24 499","26 266
24 499","0
0","0
0","0
0","0
0","26 266
24 499","0
0","0","24 499","AR"
"M. DUTRON Guy","17 931","17 931","0","0","0","0","17 931","0","0","0","R"
"Mme FORTUNADO-CALMELS",,,,,,,,,,,
"Danielle","0","0","0","0","0","0","0","0","0","0","A"
"M. MACHART Jean-Pierre","114","114","0","114","0","0","0","0","0","0","A"
"M. PÉRAT Jean-Luc","40 362
39 220","40 417
39 275","3 570
3 570","1 184
1 184","2 163
2 163","0
0","33 500
32 358","55
55","0","30 537","AR"
"M. POYART Alain","39 092","39 092","9 440","9 700","0","0","19 952","0","0","19 952","A"
"Mme VAN DEN BOSSCHE",,,,,,,,,,,
"Marie-Odile","7 765","7 765","885","0","0","0","6 880","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"395"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Oise - 1</i>","<i>Département : Oise </i>",,"<i>er</i>",,,,,
"Plafond de dépenses : 63 952","€",,,,,,,,,,
"Remboursement maximum : 31 977",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. AURY Thierry","3 166","3 166","0","3 166","0","0","0","0","0","0","A"
"M. CABOCHE Daniel","0","0","0","0","0","0","0","0","0","0","A"
"M. CERVERA Jean-Baptiste","3 028","3 028","1 225","0","0","0","1 803","0","0","0","A"
"M. DASSAULT Olivier","45 765","45 765","0","9 700","242","0","35 823","0","0","31 976","A"
"Mme DE LARDEMELLE Myriam","0","0","0","0","0","0","0","0","0","0","A"
"Mme DESBROUSSES Géraldine","0","0","0","0","0","0","0","0","0","0","A"
"M. HAUET Gabriel","15","15","0","15","0","0","0","0","0","0","A"
"M. JOLY Thomas","30 373","30 373","0","0","217","0","30 156","0","0","30 156","A"
"M. LAGNEAU Frédéric","1 160","1 160","0","349","0","0","811","0","0","0","A"
"Mme LASSARRE Angéline","360","360","0","332","28","0","0","0","0","0","A"
"M. MARDYLA Eric","1 609","1 609","1 609","0","0","0","0","0","0","0","A"
"M. RINS Sébastien","0","0","0","0","0","0","0","0","0","0","A"
"M. RIQUET Olivier","15 691","20 500","0","0","0","0","20 500","4 809","0","0","R"
"M. ROME Yves","29 339
27 767","29 339
27 767","0
0","900
900","450
450","0
0","27 989
26 417","0
0","0","26 417","AR"
"396","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".",,,,,,,,,,,
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. WITTENDAL Joël","35","40","40","0","0","0","0","5","5","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"397"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Oise - 2</i>","<i>Département : Oise </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 64 825","€",,,,,,,,,,
"Remboursement maximum : 32 413",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme BOYELDIEU Marie-France","2 837","2 837","0","2 834","0","0","3","0","0","0","A"
"M. DE PONCINS Hugues","12 352
12 093","12 352
12 093","0
0","0
0","0
0","0
0","12 352
12 093","0
0","0","12 093","AR"
"Mme FOUET Annie","30 073
29 995","30 073
29 995","0
0","0
0","217
217","0
0","29 856
29 778","0
0","0","29 778","AR"
"M. GANIER Philippe","0","0","0","0","0","0","0","0","0","0","A"
"M. GIRET Jean-Claude","4 986","4 986","3 486","1 500","0","0","0","0","0","0","A"
"Mme HOUSSIN Sylvie","42 290
40 063","42 290
40 063","9 752
9 752","0
0","0
0","0
0","32 538
30 311","0
0","0","30 311","AR"
"M. LECURU Régis","1 335","1 340","1 340","0","0","0","0","5","5","0","A"
"M. MANCEL Jean-François","58 240","58 240","21 719","9 700","771","0","26 050","0","0","26 050","A"
"M. MAUGEZ Thierry","25 230","27 030","530","10 000","0","0","16 500","1 800","0","0","A"
"Mme POTCHTOVIK Renée","343","343","0","315","28","0","0","0","0","0","A"
"Mme SOUDAY Martine","15","15","0","15","0","0","0","0","0","0","A"
"M. TETU Emmanuel","2 254","2 254","759","589","906","0","0","0","0","0","A"
"Mme VAN ENGELANDT Sylvie","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"398","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,,"<i>Département : Oise </i>
<i>Circoncription : Oise - 3</i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 64 565","€",,,,,,,,,,
"Remboursement maximum : 32 283",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BELMHAND Brahim","5 486","5 486","100","0","0","0","5 386","0","0","5 386","A"
"M. BOSINO Jean-Pierre","11 125","11 125","1 054","0","0","0","10 071","0","0","10 071","A"
"Mme BRÉMARD Cécile","39 075
37 935","42 900
41 760","0
0","10 700
10 700","0
0","0
0","32 200
31 060","3 825
3 825","0","27 235","AR"
"M. CARPENTIER Gilles","0","0","0","0","0","0","0","0","0","0","A"
"M. CUFI Michael","76","76","0","76","0","0","0","0","0","0","A"
"M. FRAISSE Paul",,,,,,,,,"0","0","AD"
"M. FRANÇAIX Michel","43 431
42 439","43 431
42 439","7 670
7 670","900
900","0
0","0
0","34 861
33 869","0
0","0","32 283","AR"
"M. GUINIOT Laurent","31 581","31 581","0","0","217","0","31 364","0","0","31 364","A"
"Mme HERMANS Nadia","55","100","100","0","0","0","0","45","45","0","A"
"M. LEBRETON Alain","18","18","0","0","0","0","18","0","0","0","A"
"M. LETELLIER Alain","13 843","13 843","3 480","0","0","0","10 363","0","0","10 363","A"
"M. SZPIRKO Roland","305","305","0","233","72","0","0","0","0","0","A"
"M. TOUPIOL Olivier","564","564","0","238","0","0","326","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"399"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DU 10 JUIN 2007",,"<i>Circoncription : Oise - 4</i>","<i>Département : Oise </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 66 315","€",,,,,,,,,,
"Remboursement maximum : 33 158",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme BENSARIA-GOVAERTS",,,,,,,,,,,
"Hayat","1 831","1 831","0","0","0","0","1 831","0","0","0","A"
"Mme BOUSSARD Elisabeth","32 710","32 710","0","0","300","0","32 410","0","0","32 410","A"
"M. CASTEL William","0","0","0","0","0","0","0","0","0","0","A"
"Mme CHARLES Martine","11 316
11 258","11 316
11 258","50
50","900
900","50
50","0
0","10 316
10 258","0
0","0","10 258","AR"
"Mme CHEMINEAU Catherine","316","316","0","239","77","0","0","0","0","0","A"
"M. DELIE Christian","506","620","620","0","0","0","0","114","114","0","A"
"M. DENIS Yann","0","0","0","0","0","0","0","0","0","0","A"
"M m e   J A R R Y   G e n e v i e v e",,,,,,,,,,,
"elisabeth",,,,,,,,,"0","0","AD"
"Mme PERUCCA Nicole",,,,,,,,,"0","0","AD"
"Mme ROUSSET Claude","15","15","0","15","0","0","0","0","0","0","A"
"Mme SCHWINDENHAMMER",,,,,,,,,,,
"Delphine","595","595","0","366","0","0","229","0","0","0","A"
"Mme VANSTAEVEL Chrystelle","0
0","7 353
0","0
0","7 353
0","0
0","0
0","0
0","7 353
0","0","0","AR"
"M. WOERTH Eric","56 766","61 137","28 458","1 700","979","0","30 000","4 371","0","25 629","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"400","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DU 10 JUIN 2007",,,"<i>Département : Oise </i>
<i>Circoncription : Oise - 5</i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 764","€",,,,,,,,,,
"Remboursement maximum : 31 382",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BOCQUILLET Francis","0","0","0","0","0","0","0","0","0","0","A"
"Mme CHAPEL Monique","30 142","30 142","0","0","217","0","29 925","0","0","29 925","A"
"Mme CHOROWICZ Sylvie","121","150","0","0","0","0","150","29","0","0","A"
"M. COIFFARD Patrice","0","0","0","0","0","0","0","0","0","0","A"
"M. DALONGEVILLE Fabrice","17 826
12 058","17 855
12 087","500
500","11 000
11 000","0
0","0
0","6 355
587","29
29","0","0","AR"
"Mme DE LA FUENTE Thérèse","0","0","0","0","0","0","0","0","0","0","A"
"M. DEGAUCHY Lucien","21 961
21 474","21 961
21 474","0
0","9 700
9 700","1 500
1 500","0
0","10 761
10 274","0
0","0","10 274","AR"
"M. DENIS Xavier","377","377","0","369","8","0","0","0","0","0","A"
"M. DESCHAMPS Jonathan","15","15","0","15","0","0","0","0","0","0","A"
"Mme FRANÇOIS Arielle","9 604
3 661","9 604
3 661","680
680","0
0","0
0","0
0","8 924
2 981","0
0","0","2 981","AR"
"Mme MASURE Hélène","4 539","4 539","124","230","194","0","3 991","0","0","0","A"
"M. MINNAERT Jacques","0","0","0","0","0","0","0","0","0","0","A"
"Mme PAILLARD Martine","0","0","0","0","0","0","0","0","0","0","A"
"M. ROSENFELD Nathanael","51","51","50","0","0","0","1","0","0","0","A"
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"401"
".",,,,,,,,,,,
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme ROSSIGNOL Laurence","24 990
24 516","24 990
24 516","100
100","0
0","113
113","0
0","24 777
24 303","0
0","0","24 303","AR"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"402","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,,"<i>Département : Oise </i>
<i>Circoncription : Oise - 6</i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 62 996","€",,,,,,,,,,
"Remboursement maximum : 31 499",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"Mme BECHERINI Hélène","203","203","0","195","8","0","0","0","0","0","A"
"M. CARON Arnaud","1 540","1 540","0","371","0","0","1 169","0","0","0","A"
"M. CARVALHO Patrice","34 894
32 834","34 894
32 834","3 000
3 000","0
0","0
0","0
0","31 894
29 834","0
0","0","29 834","AR"
"Mme CIAVATTI Dominique","8 634","8 649","45","8 604","0","0","0","15","15","0","A"
"M. FRAYSSE Philippe","0","0","0","0","0","0","0","0","0","0","A"
"Mme FRESCH Renza","35 716","35 955","2 600","900","0","0","32 455","239","0","31 498","A"
"Mme GIBOUT Marie-France","2 480","2 480","280","0","0","0","2 200","0","0","0","A"
"M. GONNOT François-Michel","50 611","50 630","12 530","1 700","0","0","36 400","19","0","31 498","A"
"M. GUINIOT Michel","31 676","31 676","0","0","334","0","31 342","0","0","31 342","A"
"Mme LÉTUVÉ Michèle","0","0","0","0","0","0","0","0","0","0","A"
"M. PETIT Jean-André","15","15","0","15","0","0","0","0","0","0","A"
"Mme ROUSSEL Louise","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"10 juin 2008",,"DOCUMENTS ADMINISTRATIFS",,,,,,,,,"403"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DU 10 JUIN 2007",,"<i>Circoncription : Oise - 7</i>","<i>Département : Oise </i>",,"<i>e</i>",,,,,
"Plafond de dépenses : 64 123","€",,,,,,,,,,
"Remboursement maximum : 32 062",,"€",,,,,,,,"Scrutin non contesté",
"CANDIDATS","DÉPENSES
totales","RECETTES
totales","Dons","RECETTES (PAR ORIGINE)
Apports
partis","Concours
en nature","Autres","Apport
personnel","Soldes
compte
de
campagne","DEV
(1)","RFE
(2)","Déc.
CNCCFP"
"M. BERTIN Jean-Sébastien","280","280","0","230","50","0","0","0","0","0","A"
"M. COURTIAL Edouard","39 184","39 184","6 000","9 700","0","0","23 484","0","0","23 484","A"
"Mme DEMARLE Céline","15","15","0","15","0","0","0","0","0","0","A"
"Mme DEVERCHIN Virginie","350","350","350","0","0","0","0","0","0","0","A"
"Mme DINARD Christelle","6 960
6 731","12 422
12 193","540
360","482
482","0
0","0
180","11 400
11 171","5 462
5 462","0","5 709","AR"
"M. FOUCHARD André","31 390","31 390","0","0","210","0","31 180","0","0","31 180","A"
"M. HEIM Richard","0","0","0","0","0","0","0","0","0","0","A"
"Mme MAUPIN Isabelle","809","809","0","314","0","0","495","0","0","0","A"
"M. MOKHTARI Abdel","34 828
33 421","34 828
33 421","780
680","3 700
3 700","0
0","0
0","30 348
29 041","0
0","0","29 041","AR"
"M. MONTES Eric","26 685","26 685","1 840","11 200","0","0","13 645","0","0","0","A"
"M. PEN Loïc","16 264
16 216","16 264
16 216","180
180","0
0","0
0","0
0","16 084
16 036","0
0","0","16 036","AR"
"Mme VASSEUR Nadine","0","0","0","0","0","0","0","0","0","0","A"
"Décision de la CNCCFP : A = approbation , AR = approbation après réformation ; AT = approbation tacite ; R = rejet ; HD = hors délai ;",,,,,,,,,,,
"AD = absence de dépôt.",,,,,,,,,,,
"(1) DEV = montant de la dévolution.",,,,,,,,,,,
"(2) RFE : montant du remboursement forfaitaire de l’État.",,,,,,,,,,,
"404","JOURNAL OFFICIEL DE LA RÉPUBLIQUE FRANÇAISE",,,,,,,,,,"10 juin 2008"
".","ÉLECTIONS LÉGISLATIVES GÉNÉRALES DES 10 JUIN 2007 ET 17 JUIN 2007",,"<i>Circoncription : Orne - 1</i>","<i>Département : Orne </i>",,"<i>er</i>",,,,,
