"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum", "Scrutin"
"Mme LAHBAIRI Habiba","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"Mme LATASTE Flore","362","362","0","360","2","0","0","0","0","0","A","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"M. LEFAIT Michel","25 461/25 024","25 461/25 024","0/0","900/900","0/0","0/0","24 561/24 124","0/0","0","24 124","AR","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"Mme LEURS Sabine","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"Mme PERSSON Brigitte","1 855","1 855","0","1 855","0","0","0","0","0","0","A","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"M .   V A N D E N K O O R N H U Y S ERene","1 732","1 732","0","0","0","0","1 732","0","0","0","A","Pas-de-Calais - 8","61 058","30 530 €","Scrutin non contesté"
"M. ANDRIES Lucien","9 163","9 163","0","0","0","0","9 163","0","0","9 163","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"Mme AUDEGOND Nathalie","2 309","6 513","0","6 300","213","0","0","4 204","4 204","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. BERTIN Michel","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. CHAPPE Didier","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. DROUVIN Francois","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"Mlle ECUYER Anne","1 241","1 241","0","1 241","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. FLAJOLET Andre","49 901","50 884","38 050","9 700","1 800","0","1 334","983","0","351","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"Mme GERONNEZ Evelyne","18 854","18 854","0","0","0","0","18 854","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. HECQUET Michel-Hubert","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. MELLICK Jacques","44 752","44 752","1 650","3 199","0","0","39 903","0","0","31 504","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. MUSSAT Philippe","15","15","0","15","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"Mme PEAN Veronique","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. TROLLE Marcel","5 865/7 508","14 185/15 828","0/0","0/0","0/0","0/0","14 185/15 828","8 320/8 320","0","0","AR","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"M. WALLARD Jean-Paul","321","321","0","310","11","0","0","0","0","0","A","Pas-de-Calais - 9","63 008","31 504 €","Scrutin non contesté"
"Mme BAILLET Edith","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. BAILLEUL Henri","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. BASCOULERGUE Henri","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme BOJANEK Chantal","31 000/30 833","31 000/30 833","0/0","0/0","0/0","0/0","31 000/30 833","0/0","0","30 833","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme DELANNOY JUMEZ Annie","11 178/5 101","11 178/5 101","150/150","0/0","0/0","0/0","11 028/4 951","0/0","0","0","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. DEWALLE Daniel","29 678","29 678","0","0","0","0","29 678","0","0","29 678","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme DUQUENNE Marie daniele","343","343","0","332","11","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. JANQUIN Serge","27 620/25 002","27 620/25 002","0/0","1 680/1 680","0/0","0/0","25 940/23 322","0/0","0","23 322","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. JARRETT Richard","24 084/22 891","24 084/22 891","1 000/1 000","0/0","0/0","0/0","23 084/21 891","0/0","0","21 891","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme MOLINARI- CHAUMANETValerie","3 839","3 839","0","0","3 065","0","774","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme MOREL Isabelle","3 525/3 475","11 700/11 650","0/0","10 700/10 700","500/500","0/0","500/450","8 175/8 175","0","0","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. MOUTON Daniel","4 579/3 954","4 579/4 579","1 450/1 450","3 129/3 129","0/0","0/0","0/0","0/625","625","0","AR","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"Mme SUDIC Lisette","1 467","1 467","0","1 452","15","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. VASSE Olivier","78","78","0","78","0","0","0","0","0","0","A","Pas-de-Calais - 10","62 095","31 048 €","Scrutin non contesté"
"M. BOONAERT Jean philippe","21 496/20 233","21 496/20 233","0/0","0/0","0/0","0/0","21 496/20 233","0/0","0","20 233","AR","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. CLARISSE Jean","34 519","34 519","0","1 519","0","0","33 000","0","0","33 000","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mme DURIEZ Odette","34 863","34 863","0","900","980","0","32 983","0","0","32 983","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mlle DUVAL Severine","141","141","0","141","0","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. IORIO Eric","34 407","34 407","0","0","0","0","34 407","0","0","33 805","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mme LEFEBURE THEVENETMartine","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mme LEFRANCQ Rosemonde","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. MORIN Philippe","3 045","3 045","0","0","3 045","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mme RICHET Murielle","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. SCHEENAERTS Regis","365","365","0","353","12","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. WATTEZ Jean louis","1 379","1 379","0","1 379","0","0","0","0","0","0","A","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"Mme WONTERGHEM Myriam","12 228/12 007","12 228/12 200","0/0","12 200/12 200","0/0","0/0","28/0","0/193","193","0","AR","Pas-de-Calais - 11","67 610","33 806 €","Scrutin non contesté"
"M. BALAVOINE Francois","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"Mme DUQUESNE Jeanine","39 608/39 320","39 608/39 320","125/125","10 700/10 700","1 278/1 278","0/0","27 505/27 217","0/0","0","27 217","AR","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. FRACCOLA Frederic","141","141","0","141","0","0","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. FROGER DE MAUNY Vincent",,,,,,,,,"0","0","AD","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"Mme HUBERT Nathalie","334","334","0","322","12","0","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. KUCHEIDA Jean pierre","18 426","18 426","0","900","56","0","17 470","0","0","17 470","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. LACAZE Jacques","2 398","2 398","1 873","0","0","525","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. LECOEUVRE Louis","32 110/32 216","32 168/32 274","0/0","0/0","0/0","0/0","32 168/32 274","58/58","0","32 113","AR","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. MORONVAL Ludovic","1 096","1 096","0","1 096","0","0","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"Mme POLY APOURCEAU Cathy","32 042/30 041","32 231/30 230","0/0","0/0","0/0","0/0","32 231/30 230","189/189","0","30 041","AR","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"Mme REVEL-DELPECH Anne","15 486/8 498","15 486/8 498","600/600","482/482","0/0","0/0","14 404/7 416","0/0","0","0","AR","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. THOREL Marc","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 12","64 226","32 113 €","Scrutin non contesté"
"M. BAUDRIN Freddy","31 639","32 309","0","0","0","0","32 309","670","0","31 639","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. BOUHAMAMA Ali","940","940","0","940","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. BOURGEOIS David","18 358/18 200","18 358/18 200","600/600","0/0","190/190","0/0","17 568/17 410","0/0","0","17 410","AR","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. DARRAS Michel","415","415","0","402","12","0","1","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. DELCOURT Guy","35 154","35 154","9 750","7 633","0","0","17 771","0","0","17 771","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. GOURSSOL Eric","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. GUFFROY Christian","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. LEFRANCQ Christian","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"Mme LEROY Atessa","3 080","3 080","0","3 080","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"Mme PERMUY Béatrice","17 369","17 369","0","11 700","1 100","0","4 569","0","0","4 569","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. POIX Christian","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. TRONI Bruno","18 103/17 397","18 103/17 397","0/0","0/0","0/0","0/0","18 103/17 397","0/0","0","17 397","AR","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"Mme VINCENT Ftaima naceira","1 090","1 090","0","1 090","0","0","0","0","0","0","A","Pas-de-Calais - 13","63 445","31 723 €","Scrutin non contesté"
"M. BLANCHART Gaetan","141","141","0","141","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"Mme BOURLET Martine","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"Mme CALZIA Regine","1 107","1 107","0","1 107","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. DE GUYENRO Philippe","3 080","3 080","0","3 080","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. FACON Albert","29 032","29 032","0","2 290","0","0","26 742","0","0","26 742","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. FRANCONVILLE Tony","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"Mme GUIDON Dominique","346","346","0","334","12","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"Mme LE PEN Marine","31 681","31 700","0","0","0","0","31 700","19","0","31 681","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. MARTEL Philippe","255","255","250","0","0","0","5","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. MONKA Jean marie","0/0","6 688/0","0/0","0/0","6 688/0","0/0","0/0","6 688/0","0","0","AR","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. PART Marcel","0","0","0","0","0","0","0","0","0","0","A","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. RAMDANI Nesredine","18 785/18 633","18 785/18 633","0/0","10 700/10 700","90/90","0/0","7 995/7 843","0/0","0","7 843","AR","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. URBANIAK Jean","31 482/30 786","31 482/30 786","22 374/22 374","0/0","0/0","0/0","9 108/8 412","0/0","0","8 412","AR","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. WATRIN Dominique","26 598/26 200","26 598/26 200","500/500","0/0","0/0","0/0","26 098/25 700","0/0","0","25 700","AR","Pas-de-Calais - 14","63 477","31 739 €","Scrutin non contesté"
"M. BARRIERE François","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme COURTILLE Anne","27 244/26 914","27 244/26 914","4 492/4 492","12 036/12 036","0/0","0/0","10 716/10 386","0/0","0","10 386","AR","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. DELAIRE Marc","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. FANGET Michel","17 408","19 049","0","0","0","0","19 049","1 641","0","17 408","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme GILGER Julia","24","24","0","15","9","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme GIRARD Joëlle","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. LAFFONT Alain","6 706/6 132","9 626/9 052","8 470/8 470","0/0","0/0","0/0","1 156/582","2 920/2 920","2 338","0","AR","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. LECLAIR Dominique","449","449","0","431","18","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. LEYCURAS Yves","211","211","0","86","0","0","125","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme MENTALECHETA Chafia","12 778/11 444","12 778/11 444","6 400/6 400","0/0","0/0","0/0","6 378/5 044","0/0","0","0","AR","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme MERCIER Yvette","1 735","1 735","0","1 635","100","0","0","0","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme NAUDIER Gisèle","88","100","0","0","0","0","100","12","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"M. SAINT-LUC Romain","24 722","27 100","0","100","0","0","27 000","2 378","0","0","A","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme SAUGUES Odile","45 053/44 930","45 053/44 930","3 765/3 765","9 608/9 608","123/0","0/0","31 557/31 557","0/0","0","31 557","AR","Puy-de-Dôme - 1","63 115","31 558 €","Scrutin non contesté"
"Mme BOEUF Christiane","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mlle CLAVIERES Sandrine","36","36","0","15","21","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mme DAME Martine","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mme JOYEUX Claire","2 529","2 529","25","2 404","100","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"M. MONTOUT José louis","0/0","1 390/0","0/0","0/0","0/0","0/0","1 390/0","1 390/0","0","0","AR","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"M. NERI Alain","24 711/24 454","24 802/24 545","650/650","900/900","592/592","1/1","22 659/22 402","91/91","0","22 311","AR","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mme PETIT-BELOUIN Marie-christine","517","517","0","149","0","0","368","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mme REMY Fabienne","12 269/11 421","12 600/11 752","0/0","100/100","0/0","0/0","12 500/11 652","331/331","0","0","AR","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"M. RUSSIER Olivier","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mlle SAVRE Marie","440","440","0","418","22","0","0","0","0","0","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"Mlle SUCHEYRE Stéphanie","13 440","15 201","20","0","181","0","15 000","1 761","0","13 239","A","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"M. SUCCESSION DE M. PAULSUSS","32 796/32 674/32 674","43 175/43 053","1 270/1 270","10 065/10 065","0/0","0/0","31 840/31 718/31 718","10 379/10 379","0","21 339","AR","Puy-de-Dôme - 2","64 486","32 243 €","Scrutin non contesté"
"M. BARD Christophe","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. BIDAUX Michel","521","521","0","509","12","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. BROCHET Alain","55 161","56 405","9 125","0","780","0","46 500","1 244","0","31 626","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. DUCLOS Jean-Michel","1 884","1 884","1 435","0","0","0","449","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. DUFOUR Claude","406","406","0","384","22","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. GISCARD D’ESTAING Louis","57 595/56 535","57 595/56 535","11 597/11 597","10 348/10 348","4 400/4 400","0/0","31 250/30 190","0/0","0","30 190","AR","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"Mme GUIBERT Marie-Christine","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. GUILLET Olivier","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"M. JAFFRES Claude","0","0","0","0","0","0","0","0","0","0","A","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
"Mme LACOMBE Mireille","50 476/49 616","50 476/49 616","3 650/3 650","11 593/11 593","3 607/3 607","0/0","31 626/30 766","0/0","0","30 766","AR","Puy-de-Dôme - 3","63 252","31 627 €","Scrutin non contesté"
